Q96NS5	P21854 
Q4G112	Q8N539
Q86TU7	Q9Y3B8
O94991	Q96FA7
Q01518	O00232
Q02153	Q8TE99
Q8NEN0	Q6P2M8
Q9H307	Q01718
Q06190	P62750
Q9Y5B6	Q03135
Q6PJT7	Q9UBT3
Q9NPI1	Q96RB7
Q6ZNG9	Q9BTX1
O00423	Q9BRK5
Q86UA1	Q9BSQ5
Q4ZIN3	Q96A56
O43790	Q07960
Q5VWM5	O15541
Q4KMQ2	Q96KS9
Q96NU0	P32320
Q14679	Q9H607
Q9NWL6	A6NCI5
O43301	A6NGZ8
Q99457	O75347
P10244	Q9HCJ6
Q9NRK6	Q8NE28
D6RJB6	Q9ULD5
Q14656	Q8N104
B1ANS9	Q8N7B4
Q13939	Q10588
Q14264	A6NGH7
O75074	O95994
P82675	P47893
A2AJT9	P56181
Q5SRE5	P47895
Q5BKT4	Q9NYF3
Q6UWE0	Q9NP95
Q70CQ2	Q96K75
Q9BXX0	Q6NXR4
Q96HP4	Q8TBF4
Q4KMG0	Q9HBW9
Q8NGG5	H3BQJ8
P34896	Q8NEZ5
P56645	Q9UBP4
Q9BXW7	Q9BXY0
Q93074	Q9Y336
Q9H9K5	P63244
O95067	Q6ZR85
Q8N9V7	Q8TC90
Q9UI26	Q9UBD5
O95573	P00558
Q8TEM1	Q9BTA0
Q15612	Q9NZ42
E9PJ23	P62081
Q8NGK1	Q8TC17
Q96AV8	P14151
Q6T423	P35408
P11940	P55854
O75167	Q9HC78
P46087	Q8TBE7
Q15032	Q8TAT2
P58505	Q8WVZ1
Q9Y5B0	Q9XRX5
Q00610	P0CG36
C9J069	Q8N2Z9
Q8TCF1	Q9BUR5
O00418	Q96DR4
Q8NHH1	Q86SX3
O43719	P24557
Q96E39	P22674
Q9BZE4	O95749
Q96E52	P52198
A2RTX5	O75586
Q9NZQ8	Q9NY25
Q14994	Q8IUE1
Q5R3F8	Q8NH63
Q9ULL1	Q8WVY7
Q96P48	Q9HCK0
Q9BU23	Q8NH49
Q9H3H5	P0C1H6
P38117	Q8N0U8
Q7Z6I6	Q07812
Q3KR37	Q8IWD5
P24530	Q8WTQ1
O14638	Q96PF2
Q9H0W5	Q9BRA0
Q5T1H1	Q8N393
A6NH00	Q9H1J5
Q92918	P13232
Q9NNX1	O75936
Q9UGM3	Q6NXP0
Q9P267	Q5TAB7
O94832	Q92643
Q8N3S3	Q9NXT0
Q9HCJ1	P46094
Q05823	Q96CM3
Q9NNX6	Q9P0T4
Q9H9Y6	Q6NUN9
Q96R30	Q8NGH9
Q99572	P32239
Q8N5W8	Q9BU68
Q8WXD0	Q9H313
Q9Y4E5	Q6NXR0
P25098	Q8NET6
O95477	Q6UQ28
Q9HAH1	B4E2M5
Q9C0B5	Q8NCR6
Q9UPP2	Q8TEB1
O95479	Q92506
Q86VG3	Q8NEA5
P37275	Q9BZM6
P59827	P47710
Q6ZU65	P16455
A6NIV6	Q8N441
Q9UHQ1	Q9GZP0
O15213	P31025
Q9Y5X3	Q6NUI1
Q502W6	Q9H6U6
P08397	Q96PL1
Q9C0B7	Q86WV6
P14651	P45985
P32019	P49789
O75752	Q9ULZ3
Q9BSC4	Q14973
Q13045	Q9Y2Y8
P49321	O60636
Q8NE00	Q16658
P67775	P32302
P62495	Q9UJU6
Q96JK2	P21912
P11021	Q96K37
P53992	E5RJ46
Q15345	Q5QJU3
A6H8Z2	Q9UKD2
P80365	Q6P9G0
Q9BTE3	Q96R28
Q9UPQ3	Q8TCW7
Q8N0Z2	P46778
Q9H1B5	Q5XUX1
Q8N7Z5	Q8N2W9
P78357	Q86UF4
Q9UKF2	Q9C0K7
O94923	Q14994
Q3KQV9	Q9H9H4
A1L0T0	A6NGZ8
Q9Y653	O95969
Q8IZM8	Q96B70
Q16828	Q9GZZ9
P58215	P25929
Q9UQ49	Q92903
Q8IZJ1	Q06547
Q9BSJ8	Q8TBK2
Q8NE71	Q8TAC9
Q8NFJ8	Q969G6
Q5T442	Q12829
Q8TF47	Q70SY1
P53804	Q4L235
Q9HAW4	P02760
Q02509	Q9Y421
Q5VU65	Q96A56
Q86W50	Q8N6U8
Q9NVP4	B2CW77
Q6IA86	Q92879
P22223	O14896
Q8NGT2	Q9Y6M9
Q9NZM1	O43929
O95671	O95361
Q6ZRV2	Q7LGC8
P18124	Q8N983
P48304	Q96PK6
Q8IV53	Q8WWU7
O95219	Q8N5Z0
Q86Y46	Q9NSK7
P27144	O43261
Q96T83	Q86YP4
Q8TE23	B2RXH4
P56645	Q92782
O14668	O96007
O14976	B2RC85
Q5SY16	Q96SN7
O43913	Q14442
Q9Y6I4	Q96M15
Q9UIV1	P07741
Q9UBR1	O95816
Q96AC6	Q6PHW0
O75554	Q96EK9
P22079	Q0VFZ6
P10071	Q8TCB6
Q5TH69	Q8NI27
A8K855	P54619
O95428	Q6RVD6
P26651	Q01718
A6NM11	Q5R372
Q9HA65	Q8NC06
Q99418	Q8NGK5
Q04206	Q8IYD9
Q9BZZ2	Q9UI38
Q8TAY7	Q06141
P55895	Q8WXD2
Q86VH2	Q96N19
P02748	Q5TEC3
O43193	A6NDL8
P51825	P08648
O75643	O94819
P09848	Q9UK28
Q96CV9	F5H1V6
Q05C16	Q8NH76
O75448	Q5M8T2
B0I1T2	Q96NJ3
Q5TAP6	Q8WTV0
O15335	Q86XD5
Q5VSL9	Q92572
O75533	P04179
Q16875	Q15646
Q8NFP9	Q7Z5H3
O43818	Q6NTE8
Q96MW5	Q8NGP4
Q96GE5	H3BPM6
Q5ST30	O15496
Q96P11	P19652
P43365	P32856
Q8WZ19	O95150
Q8IW92	P26441
C9JPN9	A1A4S6
O43763	Q9NY25
Q8N7X1	Q8N3F8
Q8IZS8	Q5VZ72
O95427	P51970
Q0ZGT2	P49736
Q9UHJ6	A6NFU8
O60716	Q7RTX7
Q9UBS3	Q9UDW3
Q8N7A1	Q1L6U9
Q16445	Q7RTX7
Q8NDT2	P35613
Q9BT40	O96008
P05177	P28360
Q70Z35	P31949
Q00005	Q8N819
Q9H9J4	Q8TBZ2
Q8TDW0	Q02509
Q93073	Q8N7B6
Q6UWI2	P46695
Q8IXZ2	Q14149
Q2TAL5	Q9Y535
P05067	Q9H7E9
P13497	P49915
A5D8W1	Q9NUR3
Q96Q89	Q8N0Z6
Q5T848	Q86UE4
O14745	P55344
P41180	Q9NUJ1
Q92835	Q9UQQ1
Q9Y4P3	Q9BW83
Q6P3R8	O00338
Q8IYM2	Q9P1V8
Q6ZRS4	Q9C073
Q6ZW49	P14902
P51654	Q16880
Q13286	P01116
Q9NVE5	Q8NGR4
Q8NFA0	Q9H106
Q9BZM4	Q96QS1
P16109	Q8NCF0
Q14669	Q86VL8
P28908	Q96B23
O60308	Q9NRF2
E9PQR5	P23610
Q9NP58	Q9Y484
Q01959	P43652
Q96SM3	P02788
Q8WWK9	P15428
Q9BU68	P05109
Q86X52	P36269
Q9BUU2	Q15615
Q9UKU6	Q9BVK2
O60732	Q9NZ53
P41229	Q5SYB0
O75570	Q86XR7
P49757	Q9UK59
Q9Y5X1	Q5VYX0
Q96ME7	Q96LB1
P42773	Q8N3J2
Q7L0X2	Q8NGF8
Q9GZY0	Q01543
P10646	P99999
Q8N413	Q969L4
Q9GZN0	Q86W54
Q86Y33	Q96LI9
Q15436	O43927
Q8WXA8	Q9NQ25
Q5TH74	Q9BW72
Q8NFH8	Q9UNN8
Q9P2D8	Q6ZRQ5
Q8N9S9	P30989
Q9H920	Q6I9Y2
Q13136	Q9H4H8
Q86UD7	Q9Y2G2
Q12999	Q7RTV3
Q6ZUJ8	Q8NGX1
Q96PX8	Q5VYV7
Q9Y697	Q92506
Q8NCM8	P23588
Q6QHF9	O95177
Q2TAK8	Q9BVX2
Q3SY69	Q8NGZ6
Q7Z2K8	Q13510
P10912	Q9ULV1
Q07837	Q6V0L0
Q9UBH6	Q9H5J4
O76082	Q8N109
Q6ZS86	Q9Y284
O00584	P50150
Q6P1K1	O00628
P42126	Q1W4C9
Q9H900	P23435
Q92888	Q9H0C8
P08631	Q5TGI4
Q8TCQ1	Q9H6K4
Q8N6M6	Q9UBR1
Q8TBP6	Q9BY19
Q8NA29	P48061
Q96AQ6	P05060
O00566	Q7Z692
Q86YV0	Q8NGD5
Q96KB5	Q99727
Q8N1N5	I3L1E1
Q96RC9	O75792
Q9UPV9	Q86XR5
Q9HC35	Q96BJ3
Q7Z6P3	O60508
Q10587	P22676
Q86VF7	Q7RTY3
A6NGR9	Q8IUR0
Q6VMQ6	Q13370
Q4KWH8	P48594
Q8WU67	Q5VXU1
Q9NQW5	Q96LB8
Q7Z736	P35318
A8MW92	P05112
Q96F81	Q10981
P29374	Q53H80
P49840	Q9NNZ6
O60346	P22090
P55011	A5D8V7
Q9GZL7	Q08752
A7E2V4	Q66K14
Q8NA66	Q99527
Q6UX72	Q9NWX6
Q6XZF7	Q6ZMY6
Q99489	P13498
O00750	Q86T20
Q86V86	Q6UWQ7
P47985	Q6P1L8
P26010	Q5T4F4
O15259	Q08357
P49419	Q99547
Q4KMQ2	Q14CN4
Q9NUN5	Q8NGF0
A6NEK1	P01282
Q9BXB7	P0C7Q5
Q6UWY0	Q9NVV2
P60660	Q16663
P38571	Q9Y6Z7
Q9UK61	P08779
Q8NGZ2	Q8WWA1
Q9NXP7	P26367
Q6XR72	Q52LA3
Q9H6R4	P19021
Q6NUQ4	Q4G148
P29376	Q6XE38
Q9Y2K2	Q6P2M8
Q9UBP4	Q5TYM5
Q8N743	Q9UNN8
Q86TD4	Q8TAX0
O43603	O76036
Q8N807	Q8NG41
Q6PJI9	Q9BR09
P42262	Q9H342
Q13233	A5D8W1
Q8TE60	Q8WX77
Q96QF7	E7ERA6
P55786	Q96SD1
P12821	Q15018
Q86TY3	Q96PL2
Q4VNC0	P54289
Q93033	Q96RA2
Q5T7M9	Q8N816
Q68E01	O95302
Q8WXA8	Q9NY91
Q93008	O94979
Q9Y226	A5D8T8
Q5TEJ8	Q5TZF3
Q7Z3J2	O95407
Q99643	Q6YFQ2
Q96FM1	Q9BQ89
P78344	P15813
Q14956	Q9P2W9
Q9BQ69	P28066
Q96PZ2	Q8WV28
Q9Y2M0	Q96GM8
Q6ZTN6	P34897
P15036	Q8WUX9
Q8WVF1	Q13825
Q9UL01	Q8N4M7
Q86Y46	Q7Z769
Q9P031	Q3KNT9
Q5XG92	P02743
Q5EBM0	Q8IYP9
A1L3X0	Q05195
Q96FV3	O60841
P20853	Q8NEA4
Q13237	Q96BW5
P28715	Q6UWJ1
Q9Y6R4	P83731
Q8TC92	Q5T6F0
Q9NX62	O43822
Q8WWM7	Q9BTX7
Q86SQ0	Q9H6R6
Q9BXB5	Q6ZNA5
O95069	Q9BR10
Q96L42	P0CH99
Q96MD7	Q9BTL3
O94779	Q9NVR0
Q5RKV6	P04054
Q9NY15	Q8IWY4
Q86YS7	P59051
Q8NGE5	Q6UXB0
Q6UXZ4	P59535
P36941	Q8N0Y3
Q2VIQ3	O75436
P0CJ87	Q9UBP5
Q5SSJ5	Q9NYJ1
Q07812	P07737
P04843	Q16552
Q9Y4F1	Q05925
P05067	Q96MM6
Q5R3F8	A6NGA9
Q96RI0	Q5VXD3
Q8IV76	Q5JVS0
Q8WXF8	Q6PKH6
Q96NH3	Q8NG50
Q96DM1	C9J442
Q6GMV1	Q96H15
Q6ZN30	Q33E94
Q9Y239	P05452
P01213	Q56VL3
O14757	Q9UNL2
O15528	Q99615
Q53FT3	Q8NFU3
P41214	Q8IZU3
Q96CP7	O00399
Q96Q07	Q9H1Q7
O43306	Q7Z7C8
Q8NBJ5	Q5QJ74
Q96FC9	Q8TF05
Q8N201	Q9NUQ7
Q9Y6Q6	Q7Z6K4
Q99733	Q96EY8
Q9UPW5	Q8NGC7
Q9H0A0	Q04743
Q5VZ52	P61927
Q6ZQQ6	O00750
O95158	P32119
Q8N9C0	Q86WS5
Q9BQ15	Q02543
A6NKC9	Q9Y237
Q9NWH7	Q8N6T7
Q6B0B8	Q9UI38
Q9ULT0	P08567
Q9NS85	Q9NPA3
P31040	Q99733
Q9Y266	Q9BQ08
Q2M3T9	Q6XR72
P32754	O14788
O94991	P60153
Q8WTR8	P04141
O75462	P56181
Q9BZ76	Q8TCB6
Q9NQZ7	Q96Q11
Q9UJP4	P0C2W1
A5PLL1	Q8NGM1
Q8N328	P05538
Q9NRG7	Q0Z7S8
O00533	Q8N394
P51157	Q9P0T7
B8ZZ34	Q8NHC4
Q9BTN0	Q8ND76
P41222	P61769
Q9Y6I4	Q9NQR1
Q6UXD7	Q96P68
O60716	P35354
Q96EN8	Q8NHA4
Q8N0U2	P0CG21
Q86X52	P61236
Q96N67	P0C7Q2
O75676	Q6MZZ7
Q96T23	Q9NY37
Q8TBF4	Q02363
O15069	O43749
Q7RTU3	Q9Y2R9
P07237	Q9UIG5
Q9H0A6	Q5VUE5
Q149N8	A6NFR6
Q6P1Q9	P62312
Q96AM1	Q9NP99
P63261	P11166
Q5W041	Q8IXI1
Q96JI7	Q9HCE3
Q9NUL7	Q14012
Q12996	O43613
Q6P4F2	Q9ULZ1
Q86UD7	O75521
Q9H3T3	O94907
Q6ZMT4	P11182
Q9UNN5	Q5JTY5
Q5QGS0	Q96BW1
O75167	H7C241
Q5VWQ0	Q9UBD0
O00410	P09669
P15374	Q5VZT2
Q5THR3	Q9H341
Q13435	Q9H8H0
Q9H3U5	Q96A37
Q13203	Q8NGW6
O60763	Q9BXS6
Q8WVI0	Q5VTT2
Q96M86	Q6UX39
P04818	Q9BYD2
Q01970	P41002
P14314	Q9UJH8
Q99707	Q2T9L4
Q53RD9	Q8IXM7
Q9NZ09	O00743
Q6UWP8	Q13233
P14868	Q99525
Q13796	P43080
Q05C16	Q9BRG2
A8MTZ7	Q9BTA0
Q8TC36	Q9BUN5
P08910	Q9NR00
P32926	Q8TBB5
Q15776	P50616
Q09428	Q8N5Y2
Q96AQ1	F6WH68
Q496A3	A6NIK2
Q5SWA1	Q04864
Q09428	Q9BWD3
P46059	P31040
P80192	Q8NGD1
Q8IXT5	Q9HA77
P78559	P10600
Q9Y2C9	P49788
Q6DHV5	Q96DD0
Q9Y6X2	Q6VVB1
Q32MK0	P78552
Q96DR5	Q9H7E9
O00634	Q96AJ9
P26927	Q8N9M5
Q9NRM6	Q8NEA5
P23276	Q9NQW5
A3KN83	P58512
Q86SG3	Q8N7H1
P57679	Q96R09
D6RCP7	Q8IYE1
P21912	P18669
P36776	Q8N5T2
Q6ZMS7	Q96A32
P11274	Q15051
Q6DN14	Q7Z6W1
Q8NAB2	Q7Z422
Q96FL8	Q96RB7
P17542	Q6UXB2
Q13822	Q6IMI4
O95786	P42568
Q14593	Q9C0I1
Q8TDM6	Q9H1C7
Q96Q27	Q96CH1
P08559	Q96RD0
P0DJD9	Q5NUL3
Q9UNP4	Q9NPF8
P11182	Q9UJT1
Q9NPH3	Q99865
Q9H5H4	O60880
P17540	A2VDF0
P23511	Q8IZL9
Q8TDI8	P15036
O60809	A4D126
P60014	Q96C19
Q86W50	Q9HC21
O43772	Q8N816
Q8N4Q0	Q9H425
O15151	Q8NH56
P06850	Q86XR5
Q15223	Q6NUI1
Q16819	Q9P0T4
Q7Z7E8	O60431
Q9HAH7	Q6ZNB7
Q15303	Q9NR77
Q8N1G2	H7BY17
O95006	C9J3V5
O75419	Q6UDR6
O75398	P35637
P40313	Q14353
Q8NCM8	Q5HYR2
P98194	O95453
Q8N3Y3	Q9H0P0
Q8N3X6	Q16864
Q9P206	O76080
Q2M296	Q96DB5
P17181	Q9UQF0
O14983	Q9H714
O43688	Q9NQ50
Q96NH3	Q8IXH6
Q8NH10	Q96SN7
Q4LE39	Q6NX45
P00488	Q63HM9
P78344	O15195
P34998	Q5T750
Q86YR6	P47871
Q8NBF1	Q9UGJ0
P09529	Q5TZ20
Q8WWQ8	Q9HA65
Q8IUD6	Q92858
Q96EK7	Q5T1Q4
Q8IXT1	P31358
Q9H5L6	Q5VW32
O75821	P49913
Q9Y3T9	Q13015
O14964	O00453
Q6PEW1	Q8N8G6
P40200	Q14154
Q9UBF9	Q0ZLH3
O75940	Q96KF2
P98198	Q8NGG2
Q8NGK1	Q9BXY4
O60508	Q9BYE4
A6NFX1	O60262
A6NKU9	P98187
Q01543	Q6P1N9
Q9NXC2	Q96DR5
Q96CU9	Q9UNT1
P52756	Q8WWZ3
Q6UWZ7	P58512
Q6NSI8	Q5TGS1
Q53R12	Q6UWN8
Q9ULF5	Q96J86
Q9H4I0	Q07687
Q8NCI6	P01137
Q5THR3	O43847
Q4KMZ8	P02489
Q9Y2J8	Q9H0R5
Q9BZQ8	P04040
Q9NRM6	O43603
Q8N6C5	O60656
P84074	P04090
P41161	Q96C90
Q8NG08	Q8WUU5
Q9Y3M9	P22492
P37275	Q5T6F2
Q86TV6	Q16795
Q12802	Q9NTJ4
P04049	Q86V21
Q8N9B4	Q12918
Q6DT37	O94929
A4D0S4	Q6UXI7
Q64ET8	P0C8F1
Q9UQE7	Q6ZMD2
Q5W041	O75925
Q9P016	P35544
Q9UHM6	P0C0P6
Q7Z5Q5	Q15834
Q15935	P67775
P15056	O75348
Q68DX3	Q9NRM0
Q92503	Q5T1J6
O76064	Q56P03
P49221	Q05315
O14730	Q8N5X7
O00754	Q9H488
Q08828	O95178
Q8TDW0	Q96LB8
A8MQT2	Q96M43
Q86VI4	Q9NWB6
Q01538	Q8N292
P49286	Q92466
Q8TDC0	Q9H1E1
Q8WZA2	Q8N6L1
Q14582	P56134
Q6P4E1	Q8NFZ8
Q9NYF5	Q6NX45
P0C7M6	P35225
Q16534	P61604
Q53EP0	Q8WTR2
Q93073	P30273
O75352	Q6P1K1
P00533	Q8TDX5
Q9UQP3	Q15185
Q86WK9	P39877
Q96PB7	P53680
Q8NBJ9	P26718
O75916	Q12918
Q8IY37	Q8NH69
Q16602	P81172
Q9H1I8	Q15078
Q9UH17	Q93091
Q12788	Q6ZQW0
P08779	Q96DC9
Q86VR7	P04179
A0FGR9	P05413
Q9HCS2	P01225
Q8N1G0	Q96EX3
Q5D1E8	Q567V2
Q6ZUT6	Q86Y33
P50440	Q8TD47
Q13905	Q9NPH2
P51959	Q8WXF5
Q53R41	Q8TAG5
O75578	Q16288
Q5SRE5	Q96GR2
O00479	Q96ES7
Q0P6H9	Q9BQ75
Q8WW52	Q5VXU1
Q96MS0	Q6ZVX7
P18433	Q6PIU2
P04275	O95498
Q76B58	I3L0S3
Q66K14	Q68D06
Q96Q15	Q13523
Q14683	Q8NE79
P43080	Q9BQ08
Q9NR56	Q9BVX2
P49588	Q0VG99
O95620	Q86V88
Q8TE67	Q8IYX4
O60264	P35414
Q6MZZ7	Q9Y278
Q15116	P49773
Q8NGQ6	P58294
Q9Y5X1	Q17RN3
Q8IYL2	P30411
Q5VWM3	Q13702
O60513	P35613
Q8IUC6	O00712
Q6N043	Q8IZP7
Q8NG11	P62244
O43897	Q9NYR9
P11172	Q8NFH5
P06870	Q16661
Q8IXS6	A2RUQ5
P60510	Q8WWR9
Q14406	Q8N0T1
Q9BT09	Q9H606
Q9HBJ7	P98194
O75129	P07311
Q9Y252	Q14393
Q9Y4G6	Q3SY69
Q9BST9	Q13216
C9J2P7	Q9Y5G3
Q8NA92	Q9BVW6
P04201	O43736
Q8IV04	Q6GPI1
O15085	Q03403
Q5SZK8	P23942
Q13477	Q8NGI6
Q9P2N6	P35270
Q9NX94	Q96D31
Q9NYQ6	Q5THR3
Q8TB52	Q9NWB6
Q99680	Q6VMQ6
O95405	P21128
O96028	Q8NFZ3
Q86X51	P53672
O60721	Q96B33
O00267	O76099
Q9UBX8	Q6P1N9
Q96SA4	Q01628
Q5T1C6	P10114
A4FU01	Q00056
Q9NX31	Q0P641
Q86YW0	Q9BUX1
Q9HAC7	O75478
P51504	Q13263
P0CG34	P52630
P31415	Q8NEA5
A5D8T8	Q969Q5
Q14916	A8MXV6
Q8TBJ5	Q7Z5W3
Q05397	Q9NZQ0
O15244	Q8N0Z9
Q14974	Q96A47
Q86UD7	Q6P047
P42658	Q96BQ3
Q9Y2T1	Q9UBC7
O94810	P00738
O00358	Q8TBB0
Q8TF01	Q96RR1
P00533	P78337
C9J069	Q9UG56
Q8IWB1	Q9HAJ7
Q6ZN66	Q96A26
Q14397	Q7RTP0
Q06278	Q13607
Q9HC38	Q13536
Q7RTU3	Q96LJ8
Q7Z6J6	Q5TGZ0
Q9NSD7	Q5JUQ0
P32297	Q13588
Q9BZH6	P49411
Q05655	O75830
Q4VNC0	Q9H6V9
Q9BZE3	Q9H3Q1
Q9H2D1	Q8N1N2
Q96SC8	Q4G148
P50238	P06133
Q71H61	Q6IPX3
Q8TDV5	B1AK76
Q6NT55	Q9NSK7
P22304	A8MQB3
Q96MU8	Q969P5
Q9UGF7	Q8TCY5
Q8IXP5	Q8WW35
Q8N4Q0	P21796
Q49AJ0	Q5TGP6
P78356	P12074
Q96SL8	Q9BUT1
Q9NWU5	A8MU93
Q96C12	P57073
P13796	Q6UUV7
P29558	Q02833
Q9C0B6	Q8NGU9
Q99708	Q53R41
O14733	Q8NHS0
P48200	Q2PZI1
Q8N3U4	Q6UWL6
Q8NHU2	P25325
Q9H5U6	Q8NH43
Q8NHR7	Q9NYL4
O60603	B1AMM8
Q86SM8	Q9Y3C4
Q13217	Q9Y6P5
Q9NWL6	Q8WW36
P25116	Q5H913
Q16666	Q5TD97
Q86UP6	Q6L8G8
Q9ULD6	Q5QFB9
Q86XI2	O95749
O43583	P05451
Q9BSJ8	P13987
Q86X10	Q96J84
Q96FL8	Q7Z444
O14746	Q14137
O14678	P51686
Q13308	O60741
Q8NEN9	O43566
Q8TEW0	P0CJ88
Q9UHL4	Q9NX20
O43237	P28472
Q15269	Q7Z736
C9JVI0	P01236
Q8ND82	Q8N7K0
Q8NFL0	Q86TE4
Q7RTW8	Q7Z3Q1
Q9NZL4	O14867
Q15759	P31273
P00533	Q96QS1
Q96K75	Q6UXB8
Q8WYR1	P51843
O95294	O14960
O00410	A6PVC2
P23945	Q8IYS0
Q5CZA5	Q8NGW1
Q6X9E4	Q8TAZ6
Q9UI42	Q8WUZ0
Q5TAQ9	P01282
P68402	Q8TCI5
Q70EL2	Q16586
P13804	B0FP48
Q96SL8	Q14623
Q8TB24	A6NIR3
Q9H4L7	P83859
Q6R327	Q5T5F5
P16109	Q93098
Q9Y5Z0	Q08752
Q5T9C2	O94905
Q96G75	A1A519
Q05707	Q5SRE5
Q4KWH8	P18505
Q92903	Q8NGI8
Q0VFZ6	O95371
Q86VW1	Q5XKL5
P51160	Q13588
P42695	Q15762
Q9NY59	P47972
Q6ZWH5	Q9UN67
Q13316	P62701
P07451	B2RD01
Q96T92	Q9NVP2
Q8IUL8	Q9H1D0
P11171	Q9UMX6
P48651	Q6EIG7
Q8IUC4	Q8N5C1
Q8IZD9	Q9BYT8
O75448	O95876
Q5VUY0	P0DI80
P03956	Q02750
Q8TAA5	A1A5B4
P19440	Q9UIV8
Q8N3Z3	Q8IU54
Q9BXF3	O95260
Q9UK23	O60507
Q9NSI5	Q7RTV3
Q9H892	Q96KX2
Q9UJX4	P37023
Q14146	Q8TCI5
Q14CS0	Q9Y2Q3
Q99683	Q9HD89
Q6DN12	Q8N9I9
O00512	Q01130
O43815	Q96H35
Q9NQT6	Q9BRP8
Q5VZ89	P21728
P55107	Q8N9P6
Q96PG2	Q6ZNX1
Q8WXX0	P19793
Q8IUX7	Q86VH2
Q05397	Q6UWB4
Q8NH70	P20674
Q9NY46	O96019
Q9BSF0	Q9UBC7
Q9HCI7	Q9NXG6
P52746	Q8N8M0
Q8IUX8	O75907
Q9UJM3	Q7L1S5
O75398	Q6U949
Q9UQ07	Q9NQC8
P50995	Q8NGT1
Q8TDP1	Q9P2W6
O76021	P22676
Q5JRC9	Q9NTU4
Q9BTP7	Q8NCS4
Q5RHP9	Q8IVN3
P23381	Q8N129
Q8N608	Q15223
Q14703	Q96LD8
Q8IXZ3	Q6P5X5
Q96QD8	Q96EY5
Q13007	P20472
Q5JTY5	Q86SI9
Q9BXU1	Q02318
P49821	Q8IZY5
Q8TCU6	Q15573
Q9UH73	A5D8T8
P16662	Q6UXH0
O95741	A7MCY6
Q9NZV8	Q86WR0
A6NMN3	Q96FX2
Q3MJ13	P08240
Q86WZ0	Q8IZF4
Q6DN14	Q9Y5E9
P29279	P60153
Q9P2Y5	Q9NZV8
Q8WTR4	Q6P6B7
Q12884	Q15004
Q9HB14	Q9BR10
Q6P4A8	P14416
P31949	O00198
Q49MI3	A6NGU7
Q3MJ13	Q9Y6T7
Q8TCU5	Q9H2W1
O43684	Q96T59
P80365	Q6WQI6
Q8WU08	Q00266
O75443	Q99538
Q8NGN6	Q68D42
Q8IYP9	Q9Y242
Q92786	Q9NR19
Q92621	P29372
Q9Y2D4	Q6P1J9
Q6UWY5	Q6IEV9
Q3LXA3	O43657
O94953	Q13946
Q86XL3	Q9UFC0
Q7Z2K8	Q9Y6T7
O75928	Q9H4W6
Q9Y3Q7	P26599
P0CF97	Q9NQE7
Q04656	Q6IMN6
O60706	P24298
Q9Y2U5	Q6PEZ8
O15225	Q9BYD2
P31948	P35637
Q9UL58	Q13286
O75553	P28161
B2RU33	Q8WZ19
Q9HCK4	Q86W56
O43175	P0C2W7
Q9H2X6	Q02763
Q86XE0	Q8IU99
P38935	Q8NBJ9
Q96DN5	Q9Y5Q0
Q9Y235	P60880
A8K2U0	Q9NRX3
Q14679	O95424
Q8N5V2	P60852
Q9UHV7	Q8NHY0
Q6ZNC4	Q9Y224
Q6EMB2	O15446
Q9BWU0	Q86YJ6
Q9BZH6	Q9Y2R9
P16415	O96008
Q8NHH1	Q6J272
Q92628	Q8IVH8
Q8N103	Q8NBA8
Q9Y399	Q86WS3
Q96GE5	Q9HD34
P31415	Q96MU5
Q6W5P4	Q8NFH5
O75976	Q8N7I0
Q8IYK4	P13232
Q9Y2X9	Q96N06
Q9UM13	Q9UNX3
Q9H116	Q8NGI2
O95158	P51161
Q9Y4E6	Q5R3I4
Q92935	Q8NGY5
Q5TI25	Q9H341
Q9BV29	Q8N690
Q9UIA0	Q6P9G0
Q9UQ05	Q15233
Q96P48	P49773
Q7Z3C6	Q7Z5M8
Q96R28	Q96LS8
P41252	P62805
P13535	P30556
Q9Y3A4	P19957
Q99435	Q5BKZ1
Q9H2C2	Q9UNA0
P59538	P35754
Q9UPN7	A5D8T8
Q8NDZ6	Q969E3
Q96A73	Q13268
Q7Z2F6	P31948
Q9NUA8	P01019
Q969G9	Q6ZNQ3
Q6TCH4	Q9P0G3
Q13510	O00292
Q9C0J1	P25398
Q8IUH5	O75607
Q9Y5Z0	Q9H8M9
P49593	Q9NRS6
Q9Y5Y3	Q3LI59
Q7Z407	Q9P2G3
P51788	Q4G0Z9
Q3MIR4	Q7L8S5
P48595	Q86V25
Q8NFL0	Q6FI13
Q7L1V2	Q8N690
Q0P6D6	Q6UWL6
Q5VXJ0	P46779
Q8IY50	Q5BKY1
Q9UGN5	Q7Z4R8
Q96DW6	P33316
Q9NXL2	P45844
Q86XJ1	Q5VVC0
Q96JH7	Q14CZ7
Q7RTX1	Q14566
Q32MZ4	P58005
Q9Y3D0	Q6ZSH4
Q8IY18	Q8IVU3
Q9Y4L1	Q9Y4P1
Q9UJX5	Q9H0C3
Q5JU67	Q9Y4X3
Q15031	Q9BZD7
Q5SZK8	P49321
Q969P6	O43889
A4QN01	P18545
Q96PP4	Q9H3V2
Q8N3D4	Q8WUU4
Q86UW6	P25101
Q9GZR1	P25705
Q8WYR1	Q6VB84
Q96QT6	Q8N123
Q8NGJ0	P46952
Q7Z478	Q9C009
Q9Y2E6	P20700
Q9UNP4	P58173
Q8N129	A8MUM7
Q6NSJ2	O14901
Q969F2	O75388
